0;0;0;0;land;false;unknown;0
1;252;16;236;land;false;plains;1
2;205;204;143;land;false;plains;1
3;61;203;238;land;false;plains;1
4;139;208;161;land;false;plains;1
5;216;246;168;land;false;plains;1
6;196;115;252;land;false;plains;1
7;68;251;228;land;false;plains;1
8;91;236;194;land;false;plains;1
9;234;224;199;land;false;plains;1
10;198;243;180;land;false;plains;1
11;236;209;143;land;false;plains;1
12;89;242;171;land;true;plains;1
13;183;214;241;land;false;plains;1
14;199;193;245;land;true;plains;1
15;217;215;234;land;false;plains;1
16;178;186;187;land;false;plains;1
17;244;121;180;land;false;plains;1
18;155;249;181;land;false;plains;1
19;248;172;215;land;true;plains;1
20;235;233;76;land;false;plains;1
21;145;204;224;land;false;plains;1
22;202;250;237;land;false;plains;1
23;240;172;252;land;false;plains;1
24;181;196;171;land;false;plains;1
25;243;100;210;land;false;plains;1
26;155;180;243;land;true;plains;1
27;208;205;156;land;false;plains;1
28;201;208;231;land;false;plains;1
29;246;178;95;land;false;plains;1
30;235;100;228;land;false;plains;1
31;208;222;132;land;false;plains;1
32;246;187;204;land;false;plains;1
33;235;167;132;land;true;plains;1
34;85;241;204;land;false;plains;1
35;52;240;215;land;false;plains;1
36;206;63;239;land;false;plains;1
37;194;245;210;land;false;plains;1
38;142;224;198;land;true;plains;1
39;226;232;250;land;false;plains;1
40;90;226;252;land;false;plains;1
41;183;153;251;land;false;plains;1
42;80;185;251;land;false;plains;1
43;112;246;184;land;false;plains;1
44;165;201;254;land;false;plains;1
45;234;122;218;land;false;plains;1
46;235;193;198;land;false;plains;1
47;96;245;171;land;false;plains;1
48;186;199;239;land;false;plains;1
49;118;246;216;land;false;plains;1
50;248;96;197;land;false;plains;1
51;138;144;247;land;false;plains;1
52;230;235;102;land;false;plains;1
53;189;223;123;land;false;plains;1
54;230;200;102;land;false;plains;1
55;178;226;156;land;false;plains;1
56;210;235;190;land;true;plains;1
57;161;239;193;land;false;plains;1
58;176;178;212;land;false;plains;1
59;122;228;213;land;false;plains;1
60;99;227;179;land;false;plains;1
61;192;195;137;land;false;plains;1
62;200;191;111;land;false;plains;1
63;217;107;188;land;false;plains;1
64;88;216;249;land;false;plains;1
65;185;138;181;land;false;plains;1
66;132;235;169;land;false;plains;1
67;166;155;207;land;false;plains;1
68;180;233;172;land;false;plains;1
69;196;160;215;land;false;plains;1
70;226;123;233;land;true;plains;1
71;128;196;213;land;false;plains;1
72;119;223;210;land;false;plains;1
73;126;212;252;land;false;plains;1
74;169;217;241;land;false;plains;1
75;125;233;234;land;false;plains;1
76;238;211;91;land;false;plains;1
77;94;213;210;land;false;plains;1
78;227;157;120;land;false;plains;1
79;242;197;164;land;false;plains;1
80;122;165;234;land;false;plains;1
81;163;197;190;land;false;plains;1
82;127;227;184;land;false;plains;1
83;78;246;198;land;false;plains;1
84;210;166;183;land;false;plains;1
85;231;247;237;land;false;plains;1
86;235;142;190;land;true;plains;1
87;177;157;243;land;false;plains;1
88;89;252;249;land;false;plains;1
89;248;230;82;land;false;plains;1
90;188;230;209;land;false;plains;1
91;232;232;136;land;false;plains;1
92;81;240;250;land;false;plains;1
93;232;192;81;land;false;plains;1
94;229;204;124;land;false;plains;1
95;190;201;140;land;false;plains;1
96;148;242;178;land;false;plains;1
97;100;250;226;land;false;plains;1
98;248;233;226;land;false;plains;1
99;218;209;152;land;false;plains;1
100;151;232;186;land;false;plains;1
101;162;250;159;land;false;plains;1
102;228;161;195;land;false;plains;1
103;188;245;162;land;false;plains;1
104;248;221;53;land;false;plains;1
105;223;224;57;land;false;plains;1
106;174;210;171;land;false;plains;1
107;214;187;199;land;false;plains;1
108;242;233;33;land;false;plains;1
109;167;216;246;land;false;plains;1
110;243;222;73;land;false;plains;1
111;219;140;241;land;false;plains;1
112;253;180;208;land;false;plains;1
113;213;234;147;land;false;plains;1
114;203;243;177;land;false;plains;1
115;242;103;224;land;false;plains;1
116;119;233;168;land;false;plains;1
117;160;211;179;land;false;plains;1
118;251;58;249;land;false;plains;1
119;208;231;147;land;false;plains;1
120;144;221;235;land;false;plains;1
121;109;195;211;land;false;plains;1
122;159;252;236;land;false;plains;1
123;247;165;187;land;true;plains;1
124;244;126;153;land;false;plains;1
125;208;147;155;land;false;plains;1
126;219;190;192;land;true;plains;1
127;190;248;185;land;false;plains;1
128;168;155;232;land;false;plains;1
129;181;111;235;land;false;plains;1
130;253;58;246;land;false;plains;1
131;120;197;227;land;false;plains;1
132;106;229;186;land;false;plains;1
133;102;244;241;land;false;plains;1
134;238;237;244;land;false;plains;1
135;206;254;112;land;false;plains;1
136;163;250;92;land;false;plains;1
137;250;227;190;land;false;plains;1
138;154;251;164;land;false;plains;1
139;121;248;249;land;false;plains;1
140;172;172;189;land;false;plains;1
141;193;180;167;land;false;plains;1
142;225;110;221;land;true;plains;1
143;233;156;130;land;false;plains;1
144;239;172;223;land;false;plains;1
145;149;180;236;land;false;plains;1
146;244;209;156;land;false;plains;1
147;123;233;188;land;false;plains;1
148;207;173;213;land;false;plains;1
149;240;108;185;land;false;plains;1
150;202;252;183;land;false;plains;1
151;229;179;232;land;false;plains;1
152;233;175;106;land;false;plains;1
153;179;176;219;land;false;plains;1
154;215;250;93;land;true;plains;1
155;225;48;247;land;false;plains;1
156;197;179;199;land;false;plains;1
157;253;247;181;land;false;plains;1
158;217;237;249;land;false;plains;1
159;118;182;201;land;false;plains;1
160;234;229;138;land;false;plains;1
161;213;77;212;land;false;plains;1
162;54;246;249;land;false;plains;1
163;198;206;215;land;false;plains;1
164;174;161;236;land;false;plains;1
165;244;223;127;land;true;plains;1
166;192;197;209;land;false;plains;1
167;245;102;222;land;false;plains;1
168;124;184;225;land;false;plains;1
169;154;219;140;land;false;plains;1
170;239;192;179;land;true;plains;1
171;240;165;109;land;false;plains;1
172;250;206;125;land;false;plains;1
173;136;230;250;land;false;plains;1
174;106;247;238;land;false;plains;1
175;247;240;142;land;false;plains;1
176;150;251;179;land;false;plains;1
177;199;241;130;land;false;plains;1
178;112;214;233;land;false;plains;1
179;216;236;81;land;true;plains;1
180;164;202;199;land;false;plains;1
181;197;241;203;land;false;plains;1
182;234;158;154;land;false;plains;1
183;139;173;214;land;false;plains;1
184;243;76;202;land;false;plains;1
185;240;72;231;land;false;plains;1
186;216;233;190;land;false;plains;1
187;224;253;145;land;false;plains;1
188;107;246;184;land;false;plains;1
189;151;107;243;land;false;plains;1
190;91;210;220;land;false;plains;1
191;184;244;89;land;false;plains;1
192;234;243;184;land;false;plains;1
193;249;237;71;land;false;plains;1
194;123;222;169;land;false;plains;1
195;248;135;134;land;false;plains;1
196;236;151;140;land;false;plains;1
197;137;247;153;land;false;plains;1
198;127;235;230;land;false;plains;1
199;62;229;233;land;false;plains;1
200;217;75;245;land;false;plains;1
201;184;186;213;land;true;plains;1
202;133;244;247;land;false;plains;1
203;116;195;220;land;false;plains;1
204;175;243;164;land;false;plains;1
205;183;196;213;land;false;plains;1
206;199;234;79;land;false;plains;1
207;225;245;158;land;false;plains;1
208;204;211;177;land;false;plains;1
209;197;149;239;land;false;plains;1
210;249;54;234;land;false;plains;1
211;194;64;251;land;false;plains;1
212;208;137;174;land;false;plains;1
