1;arms_factory;3463.00;9.80;1445.00;4.70;0
1;arms_factory;3495.00;9.80;1438.00;2.54;0
1;arms_factory;3469.00;9.80;1437.00;3.74;0
1;arms_factory;3465.00;9.80;1449.00;0.48;0
1;arms_factory;3486.00;9.80;1458.00;3.14;0
1;arms_factory;3468.00;9.80;1441.00;5.81;0
1;industrial_complex;3480.00;9.80;1448.00;2.54;0
1;industrial_complex;3470.00;9.80;1432.00;5.21;0
1;industrial_complex;3463.00;9.80;1445.00;1.59;0
1;industrial_complex;3481.00;9.80;1460.00;4.25;0
1;industrial_complex;3469.00;9.80;1437.00;0.99;0
1;industrial_complex;3462.00;9.80;1450.00;3.66;0
1;air_base;3480.00;9.80;1462.00;0.04;0
1;naval_base;3491.00;9.80;1460.00;-3.73;12056
1;naval_base;3499.00;9.80;1439.00;-4.12;11208
1;naval_base;3484.00;9.80;1463.00;-3.93;12056
1;bunker;3463.00;9.80;1445.00;4.76;0
1;bunker;3492.00;9.80;1450.00;2.61;0
1;bunker;3485.00;9.80;1444.00;2.71;0
1;bunker;3481.00;9.80;1464.00;0.55;0
1;bunker;3487.00;9.80;1457.00;3.21;0
1;bunker;3470.00;9.80;1454.00;4.77;0
1;bunker;3497.00;9.80;1444.00;1.16;0
1;coastal_bunker;3501.00;9.50;1439.00;-4.12;0
1;coastal_bunker;3485.00;9.80;1463.00;-3.93;0
1;coastal_bunker;3492.00;9.80;1454.00;0.64;0
1;dockyard;3500.00;9.80;1442.00;-4.12;0
1;anti_air_building;3468.00;9.80;1436.00;2.26;0
1;anti_air_building;3463.00;9.80;1448.00;0.11;0
1;anti_air_building;3492.00;9.80;1456.00;1.67;0
1;synthetic_refinery;3468.00;9.80;1440.00;5.79;0
1;fuel_silo;3472.00;9.80;1459.00;0.71;0
1;radar_station;3480.00;9.80;1451.00;5.47;0
1;rocket_site;3471.00;9.80;1443.00;0.11;0
1;nuclear_reactor;3473.00;9.80;1460.00;2.78;0
2;arms_factory;3538.00;10.25;1680.00;3.74;0
2;arms_factory;3570.00;9.93;1701.00;0.48;0
2;arms_factory;3557.00;10.63;1703.00;3.14;0
2;arms_factory;3530.00;10.32;1689.00;5.81;0
2;arms_factory;3575.00;9.88;1710.00;2.54;0
2;arms_factory;3532.00;10.32;1686.00;5.21;0
2;industrial_complex;3569.00;9.90;1710.00;1.59;0
2;industrial_complex;3541.00;10.85;1697.00;4.25;0
2;industrial_complex;3539.00;11.03;1698.00;0.99;0
2;industrial_complex;3574.00;9.90;1723.00;3.66;0
2;industrial_complex;3569.00;9.85;1708.00;0.04;0
2;industrial_complex;3565.00;9.95;1717.00;2.70;0
2;air_base;3535.00;11.28;1697.00;5.72;0
2;bunker;3573.00;9.90;1720.00;0.64;0
2;bunker;3536.00;11.32;1702.00;4.76;0
2;bunker;3555.00;10.53;1708.00;2.61;0
2;bunker;3536.00;10.68;1690.00;2.71;0
2;bunker;3562.00;10.00;1713.00;0.55;0
2;bunker;3530.00;10.65;1715.00;3.21;0
2;bunker;3548.00;10.73;1716.00;4.77;0
2;bunker;3556.00;10.88;1719.00;1.16;0
2;bunker;3555.00;10.32;1683.00;5.28;0
2;anti_air_building;3550.00;10.75;1713.00;0.20;0
2;anti_air_building;3529.00;10.73;1710.00;3.22;0
2;anti_air_building;3562.00;10.10;1721.00;5.88;0
2;synthetic_refinery;3543.00;11.18;1705.00;2.26;0
2;fuel_silo;3533.00;10.23;1686.00;0.11;0
2;radar_station;3556.00;10.70;1704.00;3.30;0
2;rocket_site;3555.00;10.43;1710.00;5.79;0
2;nuclear_reactor;3552.00;10.85;1703.00;0.71;0
3;arms_factory;3640.00;9.93;1784.00;3.14;0
3;arms_factory;3630.00;10.03;1777.00;5.81;0
3;arms_factory;3643.00;9.88;1761.00;2.54;0
3;arms_factory;3632.00;9.95;1772.00;5.21;0
3;arms_factory;3628.00;9.90;1779.00;1.59;0
3;arms_factory;3633.00;9.98;1773.00;4.25;0
3;industrial_complex;3629.00;10.05;1775.00;0.99;0
3;industrial_complex;3631.00;9.93;1781.00;3.66;0
3;industrial_complex;3627.00;9.95;1776.00;0.04;0
3;industrial_complex;3630.00;10.03;1777.00;2.70;0
3;industrial_complex;3630.00;10.05;1770.00;5.72;0
3;industrial_complex;3625.00;9.95;1778.00;0.64;0
3;air_base;3628.00;9.90;1779.00;4.76;0
3;naval_base;3648.00;9.80;1769.00;-3.31;10764
3;naval_base;3650.00;9.80;1787.00;0.79;10764
3;naval_base;3644.00;9.80;1773.00;1.03;10764
3;bunker;3627.00;9.95;1776.00;3.21;0
3;bunker;3638.00;9.88;1783.00;4.77;0
3;bunker;3650.00;9.95;1762.00;1.16;0
3;bunker;3641.00;9.90;1787.00;5.28;0
3;coastal_bunker;3644.00;9.85;1771.00;-3.31;0
3;coastal_bunker;3647.00;9.57;1782.00;0.79;0
3;coastal_bunker;3645.00;9.57;1773.00;1.03;0
3;dockyard;3650.00;9.57;1791.00;0.79;0
3;anti_air_building;3634.00;10.00;1780.00;0.11;0
3;anti_air_building;3637.00;9.88;1783.00;1.67;0
3;anti_air_building;3622.00;10.00;1777.00;5.79;0
3;synthetic_refinery;3641.00;9.90;1784.00;0.71;0
3;fuel_silo;3633.00;9.93;1771.00;4.83;0
3;radar_station;3637.00;9.93;1775.00;2.12;0
3;rocket_site;3634.00;9.85;1772.00;2.78;0
3;nuclear_reactor;3632.00;10.00;1774.00;5.44;0
4;arms_factory;3527.00;9.98;1635.00;2.54;0
4;arms_factory;3565.00;9.90;1644.00;5.21;0
4;arms_factory;3554.00;9.80;1624.00;1.59;0
4;arms_factory;3585.00;9.80;1647.00;4.25;0
4;arms_factory;3592.00;9.80;1643.00;0.99;0
4;arms_factory;3552.00;9.80;1624.00;3.66;0
4;industrial_complex;3583.00;9.80;1647.00;0.04;0
4;industrial_complex;3590.00;9.80;1643.00;2.70;0
4;industrial_complex;3527.00;9.80;1618.00;5.72;0
4;industrial_complex;3581.00;9.82;1647.00;0.64;0
